User,Tweet,Latitude,Longitude,Sentiment,ID
foxysl0th,I wanna go ,37.8199,-122.4783,neutral,968944896613564416
evanm,"At Ring, we keep all the shit you bought on Amazon safe.",37.8199,-122.4783,positive,968944881191206912
stevun,@BenjiDiamond I got to the library and Im sitting down finally. Im good now lol,37.8199,-122.4783,positive,968944877990952960
kevinkeeneyjr,Amazing attendance to the BoF - Security Analytics session @elastic #Elasticon Thank you @bndabbs for co-hosting an ,37.8199,-122.4783,positive,968944860681007105
kevinkeeneyjr,Amazing attendance to the BoF - Security Analytics session @elastic #Elasticon Thank you @bndabbs for co-hosting an ,37.8199,-122.4783,positive,968944860681007105
tmj_sfo_cosmo,"Want to work at Ulta Beauty? We're #hiring in #Brentwood, CA! Click for details:  #Cosmetology #Job #Jobs #CareerArc",37.8199,-122.4783,neutral,968944857073897472
kimathon,"@bunnyyee, awe! ",37.8199,-122.4783,neutral,968944854108577792
BDBGENERAL,Project GTA  ,37.8199,-122.4783,neutral,968944852879593473
dannytrippz,There was an Article on how sneakers that dont sell or even from third parties have sneakers get shipped to Ross! ,37.8199,-122.4783,neutral,968944848546938880
LaylaCaylani,Your energy introduces yourself to me  before your mouth does.,37.8199,-122.4783,neutral,968944847397638144
kaseybatista,. ,37.8199,-122.4783,neutral,968944845170475008
alex__shoop,@alsyjh me frantically trying to text you as i defrosted my windshield and driving with visibility the size of a pe ,37.8199,-122.4783,neutral,968944841202712576
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944840653156353
tmj_sfo_constru,"This #job might be a great fit for you: Field Engineer -  #Construction #Oakland, CA #Hiring #CareerArc",37.8199,-122.4783,positive,968944837700468736
tmj_SFO_secure,"Join the CVS Health team! See our latest #job opening here:  #security #SF, CA #Hiring #CareerArc",37.8199,-122.4783,positive,968944837587124225
tmj_sac_cler,"Interested in a #job in #Rocklin, CA? This could be a great fit:  #Clerical #Hiring #CareerArc",37.8199,-122.4783,positive,968944836802789376
sinn_citayy,@Hoff916Hawk @Bipolar_B How about you suck my fat long dick that I know i woulda had if i was a boy ,37.8199,-122.4783,neutral,968944835003539456
Skoringo_Tweets,"@RogueHarley 1. Make up
2. Fine nails
3. Gothic
4. Good Vibes
5. DC",37.8199,-122.4783,positive,968944826677837824
Skoringo_Tweets,"@RogueHarley 1. Make up
2. Fine nails
3. Gothic
4. Good Vibes
5. DC",37.8199,-122.4783,positive,968944826677837824
dadapabri,@marcorubio this is how leadership looks like. Actions despite backslash. ,37.8199,-122.4783,neutral,968944816686997504
pittsburgnoh,For 3 weeks straight  ,37.8199,-122.4783,positive,968944805551079424
adelavaldes1,Past lives,37.8199,-122.4783,negative,968944803835596801
chocolatyitties,But not everybody can rap  ,37.8199,-122.4783,neutral,968944793232359424
chocolatyitties,But not everybody can rap  ,37.8199,-122.4783,neutral,968944793232359424
goat___queen,The past month of mental heath: ,37.8199,-122.4783,negative,968944783405150208
tmj_sac_it,"Interested in a #job in #Sacramento, CA? This could be a great fit:  #IT #Hiring #CareerArc",37.8199,-122.4783,positive,968944778669785088
tmj_SAC_gensci,"We're #hiring! Read about our latest #job opening here: Clinical Lab Scientist II (part-time, evenings, FF) - ",37.8199,-122.4783,positive,968944778506158080
tmj_CAP_pharm,"If you're looking for work in #PaloAlto, CA, check out this #job:  #KellyJobs #KellyServices ",37.8199,-122.4783,neutral,968944778044780544
tmj_sac_finance,"Can you recommend anyone for this #job in #Sacramento, CA?  #Finance #Hiring #CareerArc",37.8199,-122.4783,neutral,968944777906470912
laa_chona,Pero when I do my makeup and hair ... AGARRENSEN PUTOS ,37.8199,-122.4783,neutral,968944776018984960
freeingthecats,YO! If anyone has an extra ticket to the Sacramento @movementsCA show please hit me up!!!,37.8199,-122.4783,neutral,968944770478297088
xtinecabriana,@cnsequences if it can calm your nerves okay ill block and leave you alone..ill second to @LaurenJauregui blockin ,37.8199,-122.4783,neutral,968944767726833664
tmj_SFO_socsci,We're #hiring! Click to apply: Residential Family Specialist I(Registry/On Call) -  ,37.8199,-122.4783,neutral,968944764484767745
tmj_SFO_socsci,We're #hiring! Click to apply: Residential Family Specialist I(Registry/On Call) -  ,37.8199,-122.4783,neutral,968944764484767745
blessedBOMBsheL,But I'm gonna do all that shit looking pretty!!!,37.8199,-122.4783,positive,968944750689529856
Tony61285350,@Revoluc38194977 @habaneroycubano @vickky2210 @PrensaMayabeque muchos quisieran vvir en este pais seguro.  Aqui si ,37.8199,-122.4783,neutral,968944736798232576
eahsyrbk,EAHS YEARBOOK is bringing your high school memories to life! Buy your yearbook today and get the chance to view vid ,37.8199,-122.4783,positive,968944736785453056
AissaTyrese,"I was looking for love, but love wasn't looking for me.",37.8199,-122.4783,positive,968944725192421376
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944719223930880
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944719223930880
ShakeyLapew,"2 Types Of Niggas Ina World G  @ North Richmond, California ",37.8199,-122.4783,neutral,968944718200561664
hermeticallyCld, ,37.8199,-122.4783,neutral,968944715381944322
jason_hebison,Fuck college be a stripper ,37.8199,-122.4783,negative,968944706385190912
matokie,I do love me some direct action #AbolishICE #BayAreaUnitedAgainstICE #KeepFamiliesTogether @ ,37.8199,-122.4783,positive,968944700819419136
blessedBOMBsheL,"Disability questions next, moving boxes and packing",37.8199,-122.4783,neutral,968944700118855680
kris10_kayy,Beyond ready to spoil the shit outta my man for his birthday this weekend,37.8199,-122.4783,neutral,968944692422258688
Susanforney,@d_twit @juliemason ,37.8199,-122.4783,neutral,968944685002629120
Susanforney,@d_twit @juliemason ,37.8199,-122.4783,neutral,968944685002629120
AE_Bridal,"{NEW ARRIVAL in YC} Structured yet soft, this sleeveless gown is delicately beaded and features ",37.8199,-122.4783,neutral,968944683392135169
witzshared,@JasNuss @CardozaGab @clean50 @adamiswriting @cntbstpd001 A pleasure to meet you all and greatly appreciate the fol ,37.8199,-122.4783,positive,968944681873625088
mikemccaffrey,Want. ,37.8199,-122.4783,neutral,968944672193171456
Bruchell1,@PenelopePratts @robertbland14 @Mabruteam @hdbob3 @DonliskDon @solomongrundy6 @Yakekoge @MarilynCapps @Sb51Antinomy ,37.8199,-122.4783,neutral,968944668628037632
laa_chona,I'm the bigger catfish I know ... lmao,37.8199,-122.4783,positive,968944666845396992
chocolatyitties,@lacarrissaa_ Man I just dont wanna get curved and still have to see him daily haha but you right YOLO ,37.8199,-122.4783,positive,968944658645569536
sinn_citayy,@DevineTony610 No i am trynna be on that too,37.8199,-122.4783,neutral,968944658201034752
Tcharty,Fresh salad,37.8199,-122.4783,positive,968944656582041600
ckopyar,"Keeping on that grind, even when its a travel day  (@ Flagship CrossFit in San Francisco, CA) ",37.8199,-122.4783,neutral,968944655936212999
ckopyar,"Keeping on that grind, even when its a travel day  (@ Flagship CrossFit in San Francisco, CA) ",37.8199,-122.4783,neutral,968944655936212999
YungJasper2,@sneakercruz Supposedly accessories are going to be shipped separately.,37.8199,-122.4783,neutral,968944632712216577
jsviray,"I'm at @PhilzCoffee in Cupertino, CA ",37.8199,-122.4783,neutral,968944631999356929
bethanyraehall,"honestly, me neither ",37.8199,-122.4783,positive,968944629822271488
ArthurMurrayUSA,@karenmarievee @garyvee Dont be surprised if you gain 50-100 new followers today. ,37.8199,-122.4783,positive,968944626122964992
jdthlangston,WTF??!! ,37.8199,-122.4783,negative,968944625661587461
jdthlangston,WTF??!! ,37.8199,-122.4783,negative,968944625661587461
RivasJocelyn,"@jgcontreras_ Yeah , share my pain ",37.8199,-122.4783,neutral,968944619810570240
sinn_citayy,People be accepting this? I wouldnt leave the damn chair if my shit looked like this. Id ask her to take that shit ,37.8199,-122.4783,negative,968944615540666368
stacic__,"Needa get me one, call him little bro ",37.8199,-122.4783,negative,968944613011501056
blessedBOMBsheL,The first thing on my list is to figure out why the hell my phone been trippin out on me for the last couple of days!!,37.8199,-122.4783,positive,968944612759908353
arasmusKTVU,Demonstrators write Bay Area United Against Ice on street outside @ICEgov offices #SanFrancisco ; First they cam ,37.8199,-122.4783,positive,968944610306228224
Jose_Honcho,Proud moment when I caught this guy letting us know what he thinks about our work. ,37.8199,-122.4783,positive,968944599900200960
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944598549606400
laurrnee,"@stellahyoung i should be telling you to stop,, smh you're the one GENTRIFYING HERE",37.8199,-122.4783,neutral,968944597501030400
dllano15,Feliz Cumpleaos Leon!!!! ,37.8199,-122.4783,neutral,968944592203563009
dllano15,Feliz Cumpleaos Leon!!!! ,37.8199,-122.4783,neutral,968944592203563009
AndreaaGranados,Me trying to force myself to study ,37.8199,-122.4783,neutral,968944573505351680
Bethumms33,Dont forget to support our Coyotes!! @CrestmontRcsd is raising money for technology upgrades and art supplies. Cli ,37.8199,-122.4783,neutral,968944572108759040
tmj_sac_mgmt,"Want to work at Robert Half Finance &amp; Accounting? We're #hiring in #Sacramento, CA! Click for details: ",37.8199,-122.4783,negative,968944560314314752
Anneke_Jacobi,For once I actually feel good about a test that I studied my ass off for ,37.8199,-122.4783,positive,968944558053629953
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944558020091904
muchomendelsohn,Just another reason to love this team. #Warriors ,37.8199,-122.4783,positive,968944555650203648
tmj_cap_retail,"Interested in a #job in #Hayward, CA? This could be a great fit:  #Retail #Hiring #CareerArc",37.8199,-122.4783,positive,968944551451750400
tmj_cap_retail,"Interested in a #job in #Hayward, CA? This could be a great fit:  #Retail #Hiring #CareerArc",37.8199,-122.4783,positive,968944551451750400
LyokoTravels,"Not a good photo. 
But a little 30 Orion VII on the 66-Quintara 
@mlp_SBStrings @sp_redelectric @panhenomium ",37.8199,-122.4783,negative,968944543318999040
mahersinjary,"#uidesign #Animation2018 #typography
#healthylifestyle",37.8199,-122.4783,neutral,968944536452923392
abbiebabiee_,People always wanna talk about shit they dont even know about. Like mind your own business fr,37.8199,-122.4783,positive,968944535941169154
starkiss1960,I know I will be shopping there@Dicks Sporting! ,37.8199,-122.4783,neutral,968944520648835072
RevClown,"@drschweitzer @MarketUrbanism @calwatch @sandypsj @kvelsey coming from that world, this does not surprise me in the least.",37.8199,-122.4783,negative,968944516836179968
daniellevaldezz,When you already know you have a good weekend planned ,37.8199,-122.4783,positive,968944515577888768
jazmine_miko,AND YALL WANNA GIVE TEACHERS GUNS ,37.8199,-122.4783,neutral,968944513484865536
jazmine_miko,AND YALL WANNA GIVE TEACHERS GUNS ,37.8199,-122.4783,neutral,968944513484865536
tmj_sfo_manuf,"Join the SelectStaffing team! See our latest #job opening here:  #Manufacturing #SantaRosa, CA #Hiring #CareerArc",37.8199,-122.4783,positive,968944509739352069
tmj_sjc_green,"Want to work in #Gilroy, CA? View our latest opening:  #Green #Job #Jobs #Hiring #CareerArc",37.8199,-122.4783,positive,968944509592600577
tmj_sfo_legal,"Can you recommend anyone for this #job in #SantaRosa, CA?  #Legal #Hiring #CareerArc",37.8199,-122.4783,positive,968944509194088448
tmj_SFO_erdoc,"See our latest #Martinez, CA #job and click to apply: Emergency Medicine - Level 4 - Locum Tenens - ",37.8199,-122.4783,positive,968944509097689088
ayeyvette_,#ChuntiFeels ,37.8199,-122.4783,neutral,968944501103280128
reedmiller,@SCSynapse @Helmandria @gerianne66 @EdKrassen @IRdotnet @realDonaldTrump Crickets,37.8199,-122.4783,neutral,968944500067287040
TidaX007,What in the ....  ,37.8199,-122.4783,neutral,968944496149897216
marcoscoronado2,ICE was spotted at NAPA ROSS a couple minutes ago,37.8199,-122.4783,neutral,968944495113850880
FishWiseOrg,"Holly Hughes shared poems about using ravens to navigate the sea (bottom left) and Dave Densmore, fisherman since 1 ",37.8199,-122.4783,neutral,968944488080003072
CaptianCrunch45,@McDonalds bring back lemonade and HI-C or Ill square up,37.8199,-122.4783,negative,968944483000700928
iLiVeDOPE,"While youre imitating Al Capone 
Ill be Nina Simone, 
and defecating on your microphone",37.8199,-122.4783,negative,968944482614784000
adair1946,@andrerucker51 @kellydebbie43 @yvonnenevala @SuperckookLarry @Willis_Hubbard_ @SenSanders @MinnieBellW ,37.8199,-122.4783,neutral,968944481885085696
adair1946,@andrerucker51 @kellydebbie43 @yvonnenevala @SuperckookLarry @Willis_Hubbard_ @SenSanders @MinnieBellW ,37.8199,-122.4783,neutral,968944481885085696
emmafrinette_,The day that I dreaded is officially here  my ex finally changed the Hulu password  lmaooo,37.8199,-122.4783,neutral,968944479997640705
kayyreddingg,today someone called me a Disney princess sooooo pretty much its been a great frikin day,37.8199,-122.4783,positive,968944474796650496
tmj_sjc_itpm,"If you're looking for work in #Sunnyvale, CA, check out this #job:  #KellyJobs ",37.8199,-122.4783,neutral,968944463463661568
beckus_nancy,@ananavarro @conetable_60 Me too!!,37.8199,-122.4783,neutral,968944459080593408
Tcharty,Domesticated Raccoons,37.8199,-122.4783,neutral,968944458132701184
dannytrippz,If you still eat at Pho Hoa i can not trust you ,37.8199,-122.4783,neutral,968944454659801088
gabebolton,@paul_trevor Congrats on a good season coach!  Really enjoyed watching the team play this year!,37.8199,-122.4783,positive,968944452118155265
dennycorpe,"@thehill @realDonaldTrump you are a petty, insecure man. Get some long overdue therapy. What did your father do to ",37.8199,-122.4783,negative,968944450817859584
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944450163503104
AquariumDepot,You know what time it is! Freshwater Aquarium Plants are here and put away! We are OPEN till 7PM ,37.8199,-122.4783,neutral,968944447483498502
velssss_,LMFAOOOO ,37.8199,-122.4783,neutral,968944447458222080
velssss_,LMFAOOOO ,37.8199,-122.4783,neutral,968944447458222080
Kateeelan,MY HOUSE DEADASS HASNT HAD HOT WATER IN DAMN NEAR A MONTH!! Im SOOOOOO mad.,37.8199,-122.4783,neutral,968944421814202368
tmj_sfo_art,"If you're looking for work in #Burlingame, CA, check out this #job:  #Art #Hiring #CareerArc",37.8199,-122.4783,neutral,968944420040056832
mpvien,~glossbaby~ ,37.8199,-122.4783,neutral,968944417049489408
mpvien,~glossbaby~ ,37.8199,-122.4783,neutral,968944417049489408
BRChelmo,"@CoryProvus on @Twins radio was talking about a player who was really in shape and said ""He says it's for his wife, ",37.8199,-122.4783,positive,968944409877168128
Bamagent251,@KembaWalker is the most underrated pg in the nba. He got that work ,37.8199,-122.4783,positive,968944393792008192
tmj_sac_jobs,"Want to work in #Vacaville, CA? View our latest opening:  #Job #Jobs #Hiring #CareerArc",37.8199,-122.4783,positive,968944391661395968
K_Crawf,@albertodavalo For me its when adults use the phrase potty,37.8199,-122.4783,neutral,968944391288049664
tmj_sjc_cler,"Want to work in #SanJose, CA? View our latest opening:  #Clerical #Job #Jobs #Hiring #CareerArc",37.8199,-122.4783,positive,968944391061565440
Cali_laydee,@KTVU @ICEgov Shes a snitch!,37.8199,-122.4783,neutral,968944387722854400
georgechen,"@MaxKriegerVG Their work in Wipeout was incredible. In the 90s, the future wasnt entirely dystopian",37.8199,-122.4783,positive,968944386905063424
georgechen,"@MaxKriegerVG Their work in Wipeout was incredible. In the 90s, the future wasnt entirely dystopian",37.8199,-122.4783,positive,968944386905063424
Vamos_DCU,VAR has made me mad online about a game vs Rochdale,37.8199,-122.4783,negative,968944384199729152
july7869,@khloekardashian Fresh perceptive... its yours!!!  Love every moment of it!!!,37.8199,-122.4783,positive,968944378071826432
jaysanders_p,"The lord really looks out for the yung man, really never late or early but always at the right time. Im blessed.",37.8199,-122.4783,positive,968944370756931584
NataGriff17,@JimGaffigan @JeffRScott ,37.8199,-122.4783,neutral,968944369511231488
wyclef,"SAN FRANCISCO, CA #THECARNIVALTOUR MARCH 23RD AT @1015sf  Lets Go Warriors who is as excited as I am ?  ",37.8199,-122.4783,positive,968944360980144128
mimi_moiselle,@at_fome Weeb-fi? 8D,37.8199,-122.4783,neutral,968944350976552961
mimi_moiselle,@at_fome Weeb-fi? 8D,37.8199,-122.4783,neutral,968944350976552961
Tony61285350,"@Revoluc38194977 @habaneroycubano @vickky2210 @PrensaMayabeque @limakaren85 porque esoes lo que eres antipatriota, y le tiras a tu pais",37.8199,-122.4783,neutral,968944348695064579
PAdamsNY,More fun today at #PYPLMarketingSummit with Elina Vilk and Greg Fisher! ,37.8199,-122.4783,positive,968944347965153280
KingHOTBOX,You say that every time you go out  ,37.8199,-122.4783,neutral,968944342000844800
KarenCarson269,These Millennial Pink Salads Are About To Blow Up Your Instagram Feed In A Big Way - Bustle. Cant wait! Yum   ,37.8199,-122.4783,neutral,968944339404570624
sukiilu,Waiting for my food and this lady is complaining that she wants the wooden stick in her kebabs. They brought out th ,37.8199,-122.4783,positive,968944339257716736
BDBGENERAL,Amado Carrillo Fuentes ,37.8199,-122.4783,neutral,968944336879501312
sam_samh64,"Remember that time I sent @meganehurley a bottle of vodka cuz her twitter bio. Me too, Im such a fantastic sister.",37.8199,-122.4783,positive,968944335197622272
RevClown,@drschweitzer @MarketUrbanism @calwatch @sandypsj @kvelsey would you like some arsenic with your borscht?,37.8199,-122.4783,neutral,968944330638467072
FishWiseOrg,Strength of the Tides creator Elma Burnham lead a workshop of mostly fisherwomen to discuss how to create a safer f ,37.8199,-122.4783,positive,968944326490308608
Hildasarahy,Lol oh god I hate hs.,37.8199,-122.4783,neutral,968944319737380864
Hildasarahy,Lol oh god I hate hs.,37.8199,-122.4783,neutral,968944319737380864
USFDonsAD,Great career Matt! ,37.8199,-122.4783,positive,968944312984657920
PAdamsNY,Wearing many hats at the #PYPLMarketingSummit ! Always time for fun! @alvi_aysha Greg Fisher ,37.8199,-122.4783,positive,968944311550095361
ChinyereLO,"We put significance and effort on someone who does not feed us on the inside, but rather satisfy the outside world around us.  #mytakeaway",37.8199,-122.4783,neutral,968944307808780288
JoeSpeeds,#ridesourcing is taking people off buses @SusanShaheen1 @UCBerkeley #AV18 #AutonomousVehicles #SiliconValley ,37.8199,-122.4783,neutral,968944302687571968
miss_melaninn,@BordeauxShawty @Heftyd_ dont like shit!! Lmao stop,37.8199,-122.4783,positive,968944302423359489
LazySnorlax,"@stockx I mean, obviously the person who sold it didnt but that is what you guys are there for, to confirm that ",37.8199,-122.4783,negative,968944291128029184
BayAreaDerby,@Stakselrod Maybe? Just testing the waters to pitch it,37.8199,-122.4783,neutral,968944289836183552
IXIIIMCMXCVI,Sobrang hinang hina ako kanina after exam pero yung comfort ng barkada eh bigla akong nagkaron ng energy ,37.8199,-122.4783,neutral,968944289714618368
cherrypiethighs,not that it matters but i find it disturbing when muscle head guys have thick ass necks ,37.8199,-122.4783,negative,968944286455676928
whatabaumer,@KevinGutzman @NewsHour Thats too bad. I hear they sell inflatable rings for your hurt butt.,37.8199,-122.4783,negative,968944284828278784
whatabaumer,@KevinGutzman @NewsHour Thats too bad. I hear they sell inflatable rings for your hurt butt.,37.8199,-122.4783,negative,968944284828278784
marioagarciac30,Neta como te encanta andar mamando,37.8199,-122.4783,neutral,968944282181632000
adrianjxmes,i fell asleep with a quarter in my pocket and somehow woke up with it glued to my ass cheek,37.8199,-122.4783,neutral,968944282085158912
vidlook,"@RiseGuysShow So, I guess we're all part of the militia now?
#espn1320",37.8199,-122.4783,neutral,968944271557500928
nikkiestrda,Adulting sucks,37.8199,-122.4783,negative,968944269871362049
cbaby_x0,,37.8199,-122.4783,neutral,968944266176180224
alvin_crenshaw, ,37.8199,-122.4783,neutral,968944262111838208
mddavids,"@AP I was in HS once.  As an adult, I wonder how this isnt a daily occurrence in every HS in the world.",37.8199,-122.4783,neutral,968944261197586432
mddavids,"@AP I was in HS once.  As an adult, I wonder how this isnt a daily occurrence in every HS in the world.",37.8199,-122.4783,neutral,968944261197586432
aardvark487,Im 21 this yr n ppl still ask if Im 12........,37.8199,-122.4783,neutral,968944248568520704
chocolatyitties,Theres this cute guy in my kickboxing class and Im so debating if I should shot my shoot lmaoo  idk if dude has a girlfriend,37.8199,-122.4783,positive,968944248237146112
s0uladdicted,SJ Friends and Fam stay safe! ,37.8199,-122.4783,positive,968944247746412544
Dividist,@NYCKNP @BoxxOfMeng I'd like to say I am extremely confident that he will not win a second term - because I kind of ,37.8199,-122.4783,positive,968944243573104640
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944243061370880
TThomp69,@andyandrist Oh really?  Hmm.  I think Id be ok with that. #controlme,37.8199,-122.4783,positive,968944241782153216
krash63,@VuongKevin They walked away!  See if the operator can mute them,37.8199,-122.4783,neutral,968944238292422656
blessedBOMBsheL,Why do you accumulate so much shit and when it's time to move you just be looking like why????,37.8199,-122.4783,negative,968944235213864960
Tcharty,China has owls,37.8199,-122.4783,neutral,968944234525937664
Tcharty,China has owls,37.8199,-122.4783,neutral,968944234525937664
AlamedaShelter,@barbrastreisand We have lots of great animals right here that dont need cloning! Come visit! @AlamedaShelter ,37.8199,-122.4783,positive,968944228364513280
cbaby_x0,Im so horrible Ive been waking up hellllla l8,37.8199,-122.4783,negative,968944219258683393
Alivnna,Looking for Kayzo tickets!!!,37.8199,-122.4783,neutral,968944215097982976
xtinecabriana,"@cnsequences before you come at me, be grateful first to those people who bought something for you, you dont even know ",37.8199,-122.4783,positive,968944202426953728
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944201458098176
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944201458098176
Romare,.@realDonaldTrump ,37.8199,-122.4783,neutral,968944195745472512
Drew_BangA_,@itgirlbabyblue Exactly its no hate lol its just facts,37.8199,-122.4783,positive,968944191349784576
Ghoops101214,"@CNNPolitics Yes, we need to get something done. But How and By When?",37.8199,-122.4783,neutral,968944186761162752
JackieSimion,Fun lunchtime talk about the origins of QuickTime. Tune into #CHMLIVE on @facebook to watch live! ,37.8199,-122.4783,positive,968944186303987713
YoungAloha_5,@Sylver__24 @shnowflaake Im done ,37.8199,-122.4783,neutral,968944178150326272
BQ_25,Don't be one of them all of sudden,37.8199,-122.4783,neutral,968944175646306304
TArrowsmith,Im going to miss having this place so close to my work for a lunch option. #laidofflife @ ,37.8199,-122.4783,neutral,968944171728990208
HotGingerMess,"@MominHighHeels @kencen Boo! Who do they think they are, anyway?",37.8199,-122.4783,neutral,968944169480732672
katelynncaskey,Me hahahaha I hate myself tho ,37.8199,-122.4783,negative,968944165995257857
katelynncaskey,Me hahahaha I hate myself tho ,37.8199,-122.4783,negative,968944165995257857
CaseyNewton,@GetDevCo @Twitter Six,37.8199,-122.4783,neutral,968944164804046849
FishWiseOrg,"Last weekend, fisherwomen and men from all over the US gathered for the 21st annual @FisherPoets Gathering in Astor ",37.8199,-122.4783,neutral,968944158634213377
